Branch,First Name,Last Name,District,HB 1635: Floor Amendment #3,HB 1700: Recommendation #34,HB 1908,HB 2241,HB 2269,HB 2292,HB 2329,HB 2611,HB 2696,SB 1328,SB 1355,SB 1456,SB 1573,SB 1605,SB 1666
House,Terry,Austin,19,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Hala,Ayala,51,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Lamont,Bagby,74,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to remove unnecesarry limitations on renewable energy access, which allows Virginia to reduce fossil fuel dependency.",Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,John,Bell,87,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,"Candidate voted to strengthen stormwater management programs, which ensures better protection from storms increased by climate change.",Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Richard,Bell,20,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Robert,Bell,58,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to continue unnecesarry limitations on renewable energy access, which prevents Virginia from reducing fossil fuel dependency.",Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Robert,Bloxom Jr.,100,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",-,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Jeffrey,Bourne,71,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to remove unnecesarry limitations on renewable energy access, which allows Virginia to reduce fossil fuel dependency.",Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Emily,Brewer,64,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,David,Bulova,37,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Kathy,Byron,22,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.","Candidate voted against designating funds for green job training, which holds back Virginia from creating a workforce in renewables.",Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,-,-,-,-,-
House,Jeffrey,Campbell,6,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Ronnie,Campbell,24,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Betsy,Carr,69,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Jennifer,Carroll Foy,2,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Lee,Carter,50,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",Candidate voted to designate funds for green job training and transitioning - letting Virginia catch up with its neighbors in the clean tech economy.,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Mark,Cole,88,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.","Candidate voted against designating funds for green job training, which holds back Virginia from creating a workforce in renewables.",Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Christopher,Collins,29,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Kelly,Convirs-Fowler,21,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Kirkland,Cox,66,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Glenn,Davis Jr.,84,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Karrie,Delaney,67,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,James,Edmunds II,60,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Matthew,Fariss,59,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,-,-,-,-,-
House,Eileen,Filler-Corn,41,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",Candidate voted to designate funds for green job training and transitioning - letting Virginia catch up with its neighbors in the clean tech economy.,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Buddy,Fowler Jr.,55,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.","Candidate voted against designating funds for green job training, which holds back Virginia from creating a workforce in renewables.",Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Nick,Freitas,30,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.","Candidate voted against designating funds for green job training, which holds back Virginia from creating a workforce in renewables.",Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Scott,Garrett,23,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Todd,Gilbert,15,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
